37,55
15,25
60,73
84,43
37,57
6,72
94,88
72,57
25,66
94,81
72,51
21,1
94,83
25,61
49,35
84,46
47,99
82,93
15,35
62,23
59,98
59,93
15,37
96,17
6,82
94,76
15,32
72,63
50,46
32,7
13,67
60,95
37,36
37,39
84,61
13,68
84,60
13,69
74,15
96,45
8,34
43,5
96,42
43,7
89,3
49,18
49,17
49,16
49,15
47,78
60,97
15,12
62,46
37,25
37,28
37,29
96,39
15,10
72,85
47,64
72,86
96,32
25,56
50,67
94,94
47,67
62,40
25,50
54,2
86,20
35,70
84,81
84,83
25,29
8,58
96,69
8,55
72,99
50,74
50,76
25,26
52,17
47,56
23,82
35,63
35,62
35,69
8,68
47,41
74,43
47,40
8,61
4,2
76,1
4,7
84,79
86,42
64,18
8,76
8,73
98,26
8,79
52,33
74,57
50,96
96,85
47,30
41,8
87,8
87,5
23,65
96,82
23,68
96,84
52,39
87,0
62,71
41,2
62,73
86,48
86,49
62,74
45,99
35,40
11,98
64,27
13,37
84,93
8,87
11,91
11,94
8,88
52,47
52,7
52,48
25,10
98,8
52,8
98,12
8,82
96,71
23,79
96,72
62,83
52,3
64,21
79,92
79,95
17,49
17,42
39,72
30,20
79,97
17,45
57,65
17,41
27,89
82,28
92,61
82,29
29,20
69,45
40,65
27,87
82,21
29,22
57,71
17,53
92,55
17,54
59,14
92,56
57,78
30,17
30,12
30,14
29,31
80,75
27,95
2,3
27,92
82,16
2,9
17,26
40,48
70,57
59,27
70,59
57,88
49,97
60,19
49,92
27,61
82,46
27,62
85,0
82,49
40,41
80,90
82,30
27,80
80,93
57,92
15,93
92,74
70,65
39,44
49,88
49,85
69,75
60,29
60,28
96,2
82,33
59,42
15,61
15,60
72,14
94,44
94,43
1,24
70,75
59,45
1,22
59,44
27,47
69,81
70,72
49,72
49,71
60,35
40,21
61,5
49,79
40,14
17,19
59,53
40,16
92,96
17,12
92,97
37,84
59,56
15,74
37,86
94,36
72,22
70,82
69,92
72,20
49,65
69,91
69,90
27,50
0,4
60,48
27,55
82,55
72,8
60,52
1,40
39,15
1,47
1,45
39,10
72,35
70,98
49,54
49,52
27,28
84,28
49,59
83,7
82,88
84,24
83,6
82,72
15,56
59,75
94,57
72,48
37,62
37,65
94,58
27,36
27,34
50,23
50,26
94,50
94,1
60,67
60,64
25,96
89,57
89,56
21,27
77,71
77,75
90,42
79,14
55,46
79,13
90,46
90,45
79,19
33,18
43,55
67,20
65,85
90,36
1,73
89,45
21,39
43,48
77,60
55,53
31,61
77,67
77,68
55,59
31,68
65,94
17,3
70,7
67,35
1,82
28,8
43,38
18,76
90,61
1,89
1,85
1,86
90,67
90,60
67,43
80,20
81,4
80,23
89,69
43,26
77,83
31,45
55,73
77,88
79,24
18,84
1,97
80,16
31,49
21,13
41,83
92,3
89,96
3,47
79,55
79,58
90,81
41,72
41,71
43,13
80,40
80,47
41,76
67,67
92,17
89,87
55,91
90,72
18,64
79,48
90,71
31,26
69,17
69,14
3,63
3,62
79,72
31,10
92,41
16,93
57,44
70,10
31,16
67,89
69,25
92,38
80,50
18,47
70,28
28,91
70,27
28,90
92,30
3,79
18,40
67,91
90,90
67,93
90,92
28,85
69,34
80,51
5,24
63,69
3,83
85,98
53,22
53,23
45,71
48,3
53,28
48,7
97,74
47,15
87,36
5,37
65,16
65,18
11,77
51,94
35,25
33,86
33,85
11,71
53,37
13,1
75,55
23,53
75,50
13,6
85,89
65,10
13,2
65,12
87,56
11,42
23,27
35,15
33,76
35,10
77,13
77,14
53,43
99,35
75,61
97,96
63,82
63,83
21,83
87,45
5,56
87,46
5,57
87,43
11,57
23,39
5,50
5,51
33,65
53,53
97,87
23,33
97,89
45,45
63,94
21,99
63,95
21,97
65,32
35,3
63,99
35,2
89,13
9,5
87,77
65,49
45,38
87,72
33,57
46,3
99,51
46,9
11,26
21,66
65,43
43,95
45,32
11,34
23,18
55,13
75,98
57,4
43,82
57,8
75,92
65,54
65,69
53,81
33,36
31,97
33,33
77,55
55,22
99,76
33,38
43,77
22,9
43,79
43,69
21,58
77,43
7,35
31,85
5,99
90,12
33,0
21,56
33,9
21,54
21,52
67,15
33,4
38,23
7,9
36,80
83,70
73,28
73,29
14,53
7,45
44,4
71,82
26,36
71,85
26,38
71,81
85,18
24,93
83,79
83,61
7,51
7,50
36,78
38,10
71,99
26,47
95,43
51,17
61,56
48,58
83,68
36,63
36,62
83,96
7,64
97,19
97,13
7,65
73,45
20,5
20,3
73,41
51,26
20,0
85,39
61,69
24,71
66,0
9,18
36,53
36,50
14,44
83,80
7,73
9,11
95,67
95,66
9,14
14,40
31,4
46,93
24,89
46,90
95,65
95,64
26,29
7,71
7,70
95,62
5,1
83,87
48,33
77,2
5,7
85,53
85,52
61,84
14,10
9,27
63,26
14,11
63,27
85,50
36,45
9,26
7,89
97,38
95,93
24,56
51,46
95,96
7,81
14,18
46,87
12,86
85,41
61,95
12,88
14,25
7,97
97,27
73,76
97,23
7,90
46,70
99,3
61,99
85,47
36,26
75,28
51,63
36,24
97,58
75,24
24,32
97,55
73,83
85,66
63,59
85,60
51,70
51,71
12,60
9,59
75,36
73,99
75,34
53,16
75,33
36,19
63,51
46,53
85,69
41,37
81,50
58,30
16,78
18,11
58,37
0,14
58,33
9,62
68,72
28,56
40,5
28,54
40,7
41,25
18,26
58,47
38,92
93,22
93,21
18,23
38,95
9,75
71,10
93,27
38,97
9,78
58,46
51,9
97,9
68,89
68,88
81,70
41,15
71,25
0,33
93,53
58,56
28,37
0,28
93,51
28,39
83,14
81,79
62,5
81,77
81,60
16,68
58,64
58,65
0,42
0,43
28,46
93,40
73,0
1,6
28,44
1,9
73,6
81,66
81,92
58,73
16,34
93,77
71,43
95,17
0,54
0,51
26,78
84,8
28,13
95,10
0,49
83,36
84,0
83,39
83,34
84,5
38,59
38,51
38,52
0,65
16,42
28,25
28,28
0,59
93,60
83,27
61,12
95,4
61,11
95,5
81,88
58,95
58,96
58,97
0,75
38,41
71,61
26,58
48,84
93,90
48,83
95,31
95,30
83,58
26,51
36,95
16,23
38,37
14,88
73,19
95,29
71,75
16,20
71,71
95,20
26,60
88,89
0,91
29,9
44,27
20,59
88,84
44,28
88,83
19,67
56,15
78,45
19,64
91,12
42,81
42,87
20,53
66,58
10,19
88,78
54,82
76,91
76,92
76,93
32,35
56,25
54,88
78,36
78,39
66,65
44,11
10,29
42,72
66,66
93,7
54,98
56,39
29,83
16,9
20,47
42,59
20,46
19,55
19,54
56,44
2,64
32,14
66,86
20,45
20,44
16,5
42,56
4,12
27,8
30,63
19,25
17,89
91,52
17,82
91,56
56,55
68,30
81,17
91,50
80,6
20,10
66,95
42,39
56,60
19,38
29,80
91,42
19,33
56,69
30,55
17,99
78,76
2,88
68,41
38,5
91,6
68,45
29,75
20,22
20,21
29,73
68,49
2,95
40,89
2,94
17,65
58,16
93,16
30,40
58,13
30,49
81,31
29,44
56,81
42,18
78,97
19,14
91,63
39,88
30,38
17,80
30,35
39,92
81,29
40,71
81,25
14,4
81,20
14,1
52,51
34,68
46,41
24,16
12,39
22,79
62,96
62,97
12,44
12,43
12,46
24,29
98,37
34,54
4,63
52,66
52,63
12,40
34,53
96,96
44,92
24,20
52,69
22,82
22,80
96,99
96,95
12,49
46,37
10,73
4,78
86,83
4,71
4,72
34,46
4,75
74,99
47,3
44,82
47,8
12,17
98,60
88,29
86,76
10,88
12,26
54,21
32,95
58,1
12,1
12,29
88,18
88,15
88,41
76,64
76,67
34,20
76,68
23,0
54,36
69,5
34,28
23,5
66,14
44,65
88,48
10,63
88,34
6,48
10,66
54,42
6,41
32,76
32,77
34,13
76,54
76,55
54,44
34,1
76,59
98,73
34,17
66,25
22,42
88,37
44,49
88,65
22,17
88,64
10,34
10,35
78,20
19,88
76,86
6,54
78,23
32,61
20,70
22,14
20,76
44,47
20,73
6,60
78,10
6,64
6,66
20,81
10,3
78,16
10,2
56,8
56,9
20,89
98,92
44,31
